#File name: D:\kx02量子试验计划制定软件\plan test\J2K2CZ05-for Quantum_v1.2\2月16日下午短期计划\SE201702160114LJ\KX02_SE_B20170216_01_14LJ_deframe.txt
#Satellite: DAMPE
#REF_FRAME: J2000
#Created: 2017-02-16T15:23:23
#Created: 2017-02-16T15:23:23
#Prepared by University of Science and Technology of China
#Please send comments and suggestions to lfz@ustc.edu.cn
#-----------------------------------------------------------------------------------------------
实验任务类型:星地量子纠缠分发
地面站代号:LJZ
N T B Lon Lat Alt X Y Z VX VY VZ
2818 2017-02-16T17:38:57 2017-02-16T17:38:57 97.644 22.265 505628.200 -5462599.521 3276044.929 2602266.340 -1914.643 2368.507 -6972.145
2818 2017-02-16T17:38:58 2017-02-16T17:38:58 97.630 22.201 505622.700 -5464510.885 3278411.510 2595292.363 -1907.955 2364.495 -6975.335
2818 2017-02-16T17:38:59 2017-02-16T17:38:59 97.617 22.139 505617.200 -5466411.756 3280769.356 2588329.158 -1901.278 2360.488 -6978.511
2818 2017-02-16T17:39:00 2017-02-16T17:39:00 97.603 22.076 505611.800 -5468309.753 3283127.916 2581348.822 -1894.586 2356.471 -6981.683
2818 2017-02-16T17:39:01 2017-02-16T17:39:01 97.590 22.012 505606.300 -5470201.056 3285482.458 2574365.316 -1887.891 2352.450 -6984.848
2818 2017-02-16T17:39:02 2017-02-16T17:39:02 97.576 21.949 505600.900 -5472085.663 3287832.977 2567378.649 -1881.194 2348.427 -6988.004
2818 2017-02-16T17:39:03 2017-02-16T17:39:03 97.562 21.886 505595.500 -5473963.572 3290179.472 2560388.830 -1874.494 2344.401 -6991.151
2818 2017-02-16T17:39:04 2017-02-16T17:39:04 97.549 21.823 505590.100 -5475834.779 3292521.939 2553395.868 -1867.792 2340.371 -6994.289
2818 2017-02-16T17:39:05 2017-02-16T17:39:05 97.535 21.760 505584.800 -5477699.284 3294860.375 2546399.771 -1861.088 2336.340 -6997.420
2818 2017-02-16T17:39:06 2017-02-16T17:39:06 97.522 21.697 505579.500 -5479557.083 3297194.778 2539400.548 -1854.382 2332.305 -7000.541
2818 2017-02-16T17:39:07 2017-02-16T17:39:07 97.508 21.634 505574.200 -5481408.175 3299525.145 2532398.208 -1847.673 2328.267 -7003.654
2818 2017-02-16T17:39:08 2017-02-16T17:39:08 97.495 21.571 505568.900 -5483252.557 3301851.472 2525392.758 -1840.962 2324.226 -7006.758
2818 2017-02-16T17:39:09 2017-02-16T17:39:09 97.481 21.508 505563.700 -5485090.226 3304173.758 2518384.208 -1834.249 2320.183 -7009.854
2818 2017-02-16T17:39:10 2017-02-16T17:39:10 97.467 21.445 505558.500 -5486921.182 3306491.999 2511372.567 -1827.534 2316.137 -7012.941
2818 2017-02-16T17:39:11 2017-02-16T17:39:11 97.454 21.382 505553.300 -5488745.420 3308806.192 2504357.842 -1820.816 2312.088 -7016.019
2818 2017-02-16T17:39:12 2017-02-16T17:39:12 97.440 21.319 505548.100 -5490562.940 3311116.334 2497340.043 -1814.096 2308.036 -7019.089
2818 2017-02-16T17:39:13 2017-02-16T17:39:13 97.427 21.256 505543.000 -5492373.738 3313422.423 2490319.178 -1807.374 2303.981 -7022.150
2818 2017-02-16T17:39:14 2017-02-16T17:39:14 97.413 21.193 505537.800 -5494177.813 3315724.456 2483295.257 -1800.650 2299.924 -7025.203
2818 2017-02-16T17:39:15 2017-02-16T17:39:15 97.400 21.130 505532.700 -5495975.162 3318022.429 2476268.286 -1793.923 2295.863 -7028.247
2818 2017-02-16T17:39:16 2017-02-16T17:39:16 97.386 21.067 505527.700 -5497765.784 3320316.341 2469238.276 -1787.195 2291.800 -7031.282
2818 2017-02-16T17:39:17 2017-02-16T17:39:17 97.373 21.004 505522.600 -5499549.675 3322606.188 2462205.235 -1780.464 2287.734 -7034.309
2818 2017-02-16T17:39:18 2017-02-16T17:39:18 97.359 20.941 505517.600 -5501326.834 3324891.968 2455169.171 -1773.731 2283.665 -7037.327
2818 2017-02-16T17:39:19 2017-02-16T17:39:19 97.346 20.878 505512.600 -5503097.259 3327173.677 2448130.094 -1766.995 2279.594 -7040.337
2818 2017-02-16T17:39:20 2017-02-16T17:39:20 97.332 20.815 505507.600 -5504860.947 3329451.313 2441088.011 -1760.258 2275.519 -7043.338
2818 2017-02-16T17:39:21 2017-02-16T17:39:21 97.319 20.752 505502.700 -5506617.897 3331724.873 2434042.932 -1753.518 2271.442 -7046.330
2818 2017-02-16T17:39:22 2017-02-16T17:39:22 97.305 20.689 505497.800 -5508368.105 3333994.354 2426994.866 -1746.777 2267.362 -7049.313
2818 2017-02-16T17:39:23 2017-02-16T17:39:23 97.292 20.626 505492.900 -5510111.571 3336259.754 2419943.820 -1740.033 2263.280 -7052.288
2818 2017-02-16T17:39:24 2017-02-16T17:39:24 97.279 20.563 505488.000 -5511848.291 3338521.069 2412889.804 -1733.287 2259.194 -7055.254
2818 2017-02-16T17:39:25 2017-02-16T17:39:25 97.265 20.500 505483.100 -5513578.264 3340778.298 2405832.826 -1726.539 2255.106 -7058.212
2818 2017-02-16T17:39:26 2017-02-16T17:39:26 97.252 20.436 505478.300 -5515301.487 3343031.436 2398772.895 -1719.788 2251.015 -7061.161
2818 2017-02-16T17:39:27 2017-02-16T17:39:27 97.238 20.373 505473.500 -5517017.958 3345280.482 2391710.020 -1713.036 2246.921 -7064.101
2818 2017-02-16T17:39:28 2017-02-16T17:39:28 97.225 20.310 505468.700 -5518727.676 3347525.432 2384644.209 -1706.282 2242.824 -7067.033
2818 2017-02-16T17:39:29 2017-02-16T17:39:29 97.212 20.247 505464.000 -5520430.639 3349766.285 2377575.469 -1699.525 2238.725 -7069.956
2818 2017-02-16T17:39:30 2017-02-16T17:39:30 97.198 20.184 505459.300 -5522126.843 3352003.036 2370503.814 -1692.766 2234.623 -7072.870
2818 2017-02-16T17:39:31 2017-02-16T17:39:31 97.185 20.121 505454.600 -5523816.287 3354235.682 2363429.251 -1686.006 2230.518 -7075.775
2818 2017-02-16T17:39:32 2017-02-16T17:39:32 97.171 20.058 505449.900 -5525498.968 3356464.223 2356351.786 -1679.243 2226.411 -7078.672
2818 2017-02-16T17:39:33 2017-02-16T17:39:33 97.158 19.995 505445.300 -5527174.886 3358688.654 2349271.430 -1672.478 2222.301 -7081.560
2818 2017-02-16T17:39:34 2017-02-16T17:39:34 97.145 19.932 505440.700 -5528844.037 3360908.974 2342188.190 -1665.711 2218.188 -7084.440
2818 2017-02-16T17:39:35 2017-02-16T17:39:35 97.131 19.869 505436.100 -5530506.420 3363125.178 2335102.075 -1658.942 2214.072 -7087.311
2818 2017-02-16T17:39:36 2017-02-16T17:39:36 97.118 19.806 505431.500 -5532162.033 3365337.266 2328013.094 -1652.171 2209.954 -7090.173
2818 2017-02-16T17:39:37 2017-02-16T17:39:37 97.105 19.743 505427.000 -5533810.873 3367545.234 2320921.256 -1645.398 2205.833 -7093.026
2818 2017-02-16T17:39:38 2017-02-16T17:39:38 97.091 19.680 505422.400 -5535452.940 3369749.078 2313826.569 -1638.623 2201.709 -7095.871
2818 2017-02-16T17:39:39 2017-02-16T17:39:39 97.078 19.617 505418.000 -5537088.229 3371948.798 2306729.042 -1631.846 2197.582 -7098.707
2818 2017-02-16T17:39:40 2017-02-16T17:39:40 97.065 19.554 505413.500 -5538716.741 3374144.389 2299628.683 -1625.067 2193.453 -7101.534
2818 2017-02-16T17:39:41 2017-02-16T17:39:41 97.051 19.491 505409.100 -5540338.472 3376335.850 2292525.502 -1618.286 2189.321 -7104.352
2818 2017-02-16T17:39:42 2017-02-16T17:39:42 97.038 19.427 505404.600 -5541953.421 3378523.177 2285419.507 -1611.503 2185.187 -7107.162
2818 2017-02-16T17:39:43 2017-02-16T17:39:43 97.025 19.364 505400.300 -5543561.586 3380706.368 2278310.707 -1604.719 2181.050 -7109.963
2818 2017-02-16T17:39:44 2017-02-16T17:39:44 97.012 19.301 505395.900 -5545162.964 3382885.420 2271199.111 -1597.932 2176.910 -7112.756
2818 2017-02-16T17:39:45 2017-02-16T17:39:45 96.998 19.238 505391.600 -5546757.555 3385060.331 2264084.727 -1591.143 2172.767 -7115.539
2818 2017-02-16T17:39:46 2017-02-16T17:39:46 96.985 19.175 505387.300 -5548345.355 3387231.097 2256967.563 -1584.352 2168.622 -7118.314
2818 2017-02-16T17:39:47 2017-02-16T17:39:47 96.972 19.112 505383.000 -5549926.363 3389397.717 2249847.630 -1577.559 2164.474 -7121.080
2818 2017-02-16T17:39:48 2017-02-16T17:39:48 96.959 19.049 505378.700 -5551500.577 3391560.188 2242724.934 -1570.765 2160.323 -7123.838
2818 2017-02-16T17:39:49 2017-02-16T17:39:49 96.945 18.986 505374.500 -5553067.995 3393718.506 2235599.486 -1563.968 2156.170 -7126.586
2818 2017-02-16T17:39:50 2017-02-16T17:39:50 96.932 18.923 505370.300 -5554628.615 3395872.670 2228471.294 -1557.169 2152.014 -7129.326
2818 2017-02-16T17:39:51 2017-02-16T17:39:51 96.919 18.860 505366.100 -5556182.436 3398022.676 2221340.366 -1550.369 2147.856 -7132.057
2818 2017-02-16T17:39:52 2017-02-16T17:39:52 96.906 18.797 505362.000 -5557729.455 3400168.522 2214206.711 -1543.567 2143.695 -7134.780
2818 2017-02-16T17:39:53 2017-02-16T17:39:53 96.892 18.734 505357.900 -5559269.670 3402310.206 2207070.339 -1536.762 2139.531 -7137.493
2818 2017-02-16T17:39:54 2017-02-16T17:39:54 96.879 18.671 505353.800 -5560803.080 3404447.725 2199931.257 -1529.956 2135.365 -7140.198
2818 2017-02-16T17:39:55 2017-02-16T17:39:55 96.866 18.608 505349.700 -5562329.683 3406581.076 2192789.474 -1523.148 2131.196 -7142.894
2818 2017-02-16T17:39:56 2017-02-16T17:39:56 96.853 18.544 505345.700 -5563849.476 3408710.256 2185645.000 -1516.338 2127.024 -7145.582
2818 2017-02-16T17:39:57 2017-02-16T17:39:57 96.840 18.481 505341.700 -5565362.458 3410835.264 2178497.843 -1509.527 2122.850 -7148.260
2818 2017-02-16T17:39:58 2017-02-16T17:39:58 96.826 18.418 505337.700 -5566868.628 3412956.096 2171348.011 -1502.713 2118.674 -7150.930
2818 2017-02-16T17:39:59 2017-02-16T17:39:59 96.813 18.355 505333.700 -5568364.991 3415068.520 2164209.823 -1495.911 2114.503 -7153.586
2818 2017-02-16T17:40:00 2017-02-16T17:40:00 96.800 18.292 505329.800 -5569857.543 3417181.002 2157054.673 -1489.094 2110.321 -7156.238
2818 2017-02-16T17:40:01 2017-02-16T17:40:01 96.787 18.229 505325.900 -5571343.277 3419289.300 2149896.875 -1482.275 2106.136 -7158.882
2818 2017-02-16T17:40:02 2017-02-16T17:40:02 96.774 18.166 505322.000 -5572822.191 3421393.412 2142736.438 -1475.454 2101.949 -7161.516
2818 2017-02-16T17:40:03 2017-02-16T17:40:03 96.760 18.103 505318.200 -5574294.283 3423493.336 2135573.371 -1468.632 2097.759 -7164.142
2818 2017-02-16T17:40:04 2017-02-16T17:40:04 96.747 18.040 505314.300 -5575759.551 3425589.069 2128407.682 -1461.807 2093.567 -7166.759
2818 2017-02-16T17:40:05 2017-02-16T17:40:05 96.734 17.977 505310.500 -5577217.994 3427680.608 2121239.380 -1454.981 2089.372 -7169.368
2818 2017-02-16T17:40:06 2017-02-16T17:40:06 96.721 17.914 505306.800 -5578669.609 3429767.951 2114068.474 -1448.153 2085.175 -7171.967
2818 2017-02-16T17:40:07 2017-02-16T17:40:07 96.708 17.851 505303.000 -5580114.395 3431851.096 2106894.972 -1441.323 2080.975 -7174.558
2818 2017-02-16T17:40:08 2017-02-16T17:40:08 96.695 17.788 505299.300 -5581552.350 3433930.039 2099718.885 -1434.492 2076.773 -7177.140
2818 2017-02-16T17:40:09 2017-02-16T17:40:09 96.682 17.724 505295.600 -5582983.473 3436004.778 2092540.219 -1427.658 2072.568 -7179.713
2818 2017-02-16T17:40:10 2017-02-16T17:40:10 96.668 17.661 505292.000 -5584407.761 3438075.310 2085358.985 -1420.823 2068.360 -7182.277
2818 2017-02-16T17:40:11 2017-02-16T17:40:11 96.655 17.598 505288.300 -5585825.213 3440141.634 2078175.190 -1413.986 2064.150 -7184.833
2818 2017-02-16T17:40:12 2017-02-16T17:40:12 96.642 17.535 505284.700 -5587235.827 3442203.747 2070988.845 -1407.148 2059.937 -7187.379
2818 2017-02-16T17:40:13 2017-02-16T17:40:13 96.629 17.472 505281.200 -5588639.602 3444261.645 2063799.956 -1400.308 2055.722 -7189.917
2818 2017-02-16T17:40:14 2017-02-16T17:40:14 96.616 17.409 505277.600 -5590036.535 3446315.327 2056608.535 -1393.466 2051.505 -7192.446
2818 2017-02-16T17:40:15 2017-02-16T17:40:15 96.603 17.346 505274.100 -5591426.625 3448364.790 2049414.588 -1386.622 2047.284 -7194.966
2818 2017-02-16T17:40:16 2017-02-16T17:40:16 96.590 17.283 505270.600 -5592809.870 3450410.031 2042218.126 -1379.776 2043.062 -7197.478
2818 2017-02-16T17:40:17 2017-02-16T17:40:17 96.577 17.220 505267.100 -5594186.269 3452451.049 2035019.157 -1372.929 2038.837 -7199.980
2818 2017-02-16T17:40:18 2017-02-16T17:40:18 96.564 17.157 505263.700 -5595555.820 3454487.839 2027817.689 -1366.081 2034.609 -7202.474
2818 2017-02-16T17:40:19 2017-02-16T17:40:19 96.551 17.093 505260.300 -5596918.521 3456520.401 2020613.732 -1359.230 2030.379 -7204.959
2818 2017-02-16T17:40:20 2017-02-16T17:40:20 96.538 17.030 505256.900 -5598274.370 3458548.731 2013407.294 -1352.378 2026.146 -7207.435
2818 2017-02-16T17:40:21 2017-02-16T17:40:21 96.525 16.967 505253.600 -5599623.367 3460572.828 2006198.385 -1345.524 2021.911 -7209.902
2818 2017-02-16T17:40:22 2017-02-16T17:40:22 96.512 16.904 505250.200 -5600965.509 3462592.687 1998987.013 -1338.669 2017.673 -7212.360
2818 2017-02-16T17:40:23 2017-02-16T17:40:23 96.499 16.841 505246.900 -5602300.794 3464608.308 1991773.187 -1331.812 2013.433 -7214.809
2818 2017-02-16T17:40:24 2017-02-16T17:40:24 96.486 16.778 505243.700 -5603629.221 3466619.688 1984556.916 -1324.953 2009.191 -7217.250
2818 2017-02-16T17:40:25 2017-02-16T17:40:25 96.472 16.715 505240.400 -5604950.788 3468626.823 1977338.208 -1318.093 2004.946 -7219.682
2818 2017-02-16T17:40:26 2017-02-16T17:40:26 96.460 16.652 505237.200 -5606265.494 3470629.712 1970117.074 -1311.231 2000.698 -7222.105
2818 2017-02-16T17:40:27 2017-02-16T17:40:27 96.447 16.589 505234.000 -5607573.338 3472628.353 1962893.520 -1304.368 1996.448 -7224.519
2818 2017-02-16T17:40:28 2017-02-16T17:40:28 96.433 16.526 505230.900 -5608874.316 3474622.742 1955667.557 -1297.503 1992.196 -7226.924
2818 2017-02-16T17:40:29 2017-02-16T17:40:29 96.420 16.462 505227.800 -5610168.429 3476612.878 1948439.192 -1290.636 1987.941 -7229.320
2818 2017-02-16T17:40:30 2017-02-16T17:40:30 96.407 16.399 505224.700 -5611455.674 3478598.757 1941208.437 -1283.768 1983.684 -7231.707
2818 2017-02-16T17:40:31 2017-02-16T17:40:31 96.394 16.336 505221.600 -5612736.049 3480580.377 1933975.299 -1276.898 1979.424 -7234.086
2818 2017-02-16T17:40:32 2017-02-16T17:40:32 96.382 16.273 505218.600 -5614009.554 3482557.737 1926739.787 -1270.026 1975.162 -7236.455
2818 2017-02-16T17:40:33 2017-02-16T17:40:33 96.368 16.210 505215.500 -5615276.186 3484530.833 1919501.910 -1263.153 1970.898 -7238.816
2818 2017-02-16T17:40:34 2017-02-16T17:40:34 96.356 16.147 505212.600 -5616535.944 3486499.663 1912261.676 -1256.279 1966.631 -7241.168
2818 2017-02-16T17:40:35 2017-02-16T17:40:35 96.343 16.084 505209.600 -5617788.827 3488464.225 1905019.095 -1249.403 1962.362 -7243.511
2818 2017-02-16T17:40:36 2017-02-16T17:40:36 96.330 16.021 505206.700 -5619034.832 3490424.516 1897774.175 -1242.525 1958.090 -7245.845
2818 2017-02-16T17:40:37 2017-02-16T17:40:37 96.317 15.958 505203.800 -5620273.960 3492380.535 1890526.925 -1235.646 1953.816 -7248.170
2818 2017-02-16T17:40:38 2017-02-16T17:40:38 96.304 15.894 505200.900 -5621506.207 3494332.278 1883277.355 -1228.766 1949.539 -7250.486
2818 2017-02-16T17:40:39 2017-02-16T17:40:39 96.291 15.831 505198.100 -5622731.572 3496279.743 1876025.473 -1221.884 1945.261 -7252.794
2818 2017-02-16T17:40:40 2017-02-16T17:40:40 96.278 15.768 505195.300 -5623950.055 3498222.927 1868771.288 -1215.000 1940.979 -7255.092
2818 2017-02-16T17:40:41 2017-02-16T17:40:41 96.265 15.705 505192.500 -5625161.652 3500161.830 1861514.809 -1208.115 1936.696 -7257.382
2818 2017-02-16T17:40:42 2017-02-16T17:40:42 96.252 15.642 505189.700 -5626366.364 3502096.447 1854256.044 -1201.228 1932.410 -7259.662
2818 2017-02-16T17:40:43 2017-02-16T17:40:43 96.239 15.579 505187.000 -5627564.188 3504026.777 1846995.004 -1194.340 1928.121 -7261.934
2818 2017-02-16T17:40:44 2017-02-16T17:40:44 96.226 15.516 505184.300 -5628755.124 3505952.817 1839731.696 -1187.451 1923.831 -7264.197
2818 2017-02-16T17:40:45 2017-02-16T17:40:45 96.213 15.453 505181.600 -5629939.168 3507874.565 1832466.129 -1180.560 1919.537 -7266.451
2818 2017-02-16T17:40:46 2017-02-16T17:40:46 96.200 15.390 505179.000 -5631116.321 3509792.019 1825198.314 -1173.667 1915.242 -7268.696
2818 2017-02-16T17:40:47 2017-02-16T17:40:47 96.187 15.326 505176.400 -5632286.581 3511705.176 1817928.257 -1166.774 1910.944 -7270.932
2818 2017-02-16T17:40:48 2017-02-16T17:40:48 96.174 15.263 505173.800 -5633449.946 3513614.034 1810655.969 -1159.878 1906.644 -7273.159
2818 2017-02-16T17:40:49 2017-02-16T17:40:49 96.162 15.200 505171.300 -5634606.414 3515518.590 1803381.458 -1152.982 1902.342 -7275.377
2818 2017-02-16T17:40:50 2017-02-16T17:40:50 96.149 15.137 505168.700 -5635755.985 3517418.843 1796104.734 -1146.084 1898.037 -7277.586
2818 2017-02-16T17:40:51 2017-02-16T17:40:51 96.136 15.074 505166.300 -5636898.657 3519314.789 1788825.804 -1139.184 1893.730 -7279.787
2818 2017-02-16T17:40:52 2017-02-16T17:40:52 96.123 15.011 505163.800 -5638034.429 3521206.427 1781544.679 -1132.283 1889.420 -7281.978
2818 2017-02-16T17:40:53 2017-02-16T17:40:53 96.110 14.948 505161.400 -5639163.299 3523093.755 1774261.367 -1125.381 1885.109 -7284.161
2818 2017-02-16T17:40:54 2017-02-16T17:40:54 96.097 14.885 505159.000 -5640285.266 3524976.769 1766975.876 -1118.477 1880.795 -7286.334
2818 2017-02-16T17:40:55 2017-02-16T17:40:55 96.084 14.821 505156.600 -5641400.328 3526855.468 1759688.217 -1111.572 1876.478 -7288.499
2818 2017-02-16T17:40:56 2017-02-16T17:40:56 96.072 14.758 505154.200 -5642508.484 3528729.850 1752398.397 -1104.666 1872.160 -7290.654
2818 2017-02-16T17:40:57 2017-02-16T17:40:57 96.059 14.695 505151.900 -5643609.733 3530599.911 1745106.426 -1097.758 1867.839 -7292.801
2818 2017-02-16T17:40:58 2017-02-16T17:40:58 96.046 14.632 505149.600 -5644704.073 3532465.650 1737812.313 -1090.849 1863.515 -7294.939
2818 2017-02-16T17:40:59 2017-02-16T17:40:59 96.033 14.569 505147.400 -5645789.336 3534323.347 1730530.660 -1083.953 1859.199 -7297.063
2818 2017-02-16T17:41:00 2017-02-16T17:41:00 96.020 14.506 505145.200 -5646869.869 3536180.443 1723232.294 -1077.041 1854.871 -7299.183
2818 2017-02-16T17:41:01 2017-02-16T17:41:01 96.007 14.443 505143.000 -5647943.489 3538033.211 1715931.812 -1070.128 1850.541 -7301.294
2818 2017-02-16T17:41:02 2017-02-16T17:41:02 95.994 14.380 505140.800 -5649010.196 3539881.647 1708629.223 -1063.214 1846.208 -7303.396
2818 2017-02-16T17:41:03 2017-02-16T17:41:03 95.982 14.317 505138.700 -5650069.987 3541725.750 1701324.537 -1056.298 1841.874 -7305.489
2818 2017-02-16T17:41:04 2017-02-16T17:41:04 95.969 14.253 505136.600 -5651122.862 3543565.517 1694017.762 -1049.381 1837.537 -7307.573
2818 2017-02-16T17:41:05 2017-02-16T17:41:05 95.956 14.190 505134.500 -5652168.819 3545400.946 1686708.908 -1042.463 1833.198 -7309.648
2818 2017-02-16T17:41:06 2017-02-16T17:41:06 95.943 14.127 505132.400 -5653207.857 3547232.034 1679397.983 -1035.544 1828.857 -7311.714
2818 2017-02-16T17:41:07 2017-02-16T17:41:07 95.930 14.064 505130.400 -5654239.975 3549058.780 1672084.997 -1028.623 1824.513 -7313.771
2818 2017-02-16T17:41:08 2017-02-16T17:41:08 95.918 14.001 505128.400 -5655265.171 3550881.181 1664769.958 -1021.701 1820.167 -7315.819
2818 2017-02-16T17:41:09 2017-02-16T17:41:09 95.905 13.938 505126.500 -5656283.444 3552699.235 1657452.875 -1014.778 1815.819 -7317.858
2818 2017-02-16T17:41:10 2017-02-16T17:41:10 95.892 13.875 505124.500 -5657294.793 3554512.940 1650133.758 -1007.853 1811.469 -7319.888
2818 2017-02-16T17:41:11 2017-02-16T17:41:11 95.879 13.812 505122.600 -5658299.217 3556322.293 1642812.615 -1000.927 1807.117 -7321.909
2818 2017-02-16T17:41:12 2017-02-16T17:41:12 95.866 13.748 505120.800 -5659296.714 3558127.293 1635489.455 -994.001 1802.762 -7323.921
2818 2017-02-16T17:41:13 2017-02-16T17:41:13 95.854 13.685 505118.900 -5660287.284 3559927.937 1628164.287 -987.072 1798.405 -7325.925
2818 2017-02-16T17:41:14 2017-02-16T17:41:14 95.841 13.622 505117.100 -5661270.924 3561724.222 1620837.121 -980.143 1794.046 -7327.919
2818 2017-02-16T17:41:15 2017-02-16T17:41:15 95.828 13.559 505115.400 -5662247.635 3563516.148 1613507.965 -973.212 1789.685 -7329.904
2818 2017-02-16T17:41:16 2017-02-16T17:41:16 95.815 13.496 505113.600 -5663217.414 3565303.711 1606176.829 -966.281 1785.321 -7331.880
2818 2017-02-16T17:41:17 2017-02-16T17:41:17 95.803 13.433 505111.900 -5664180.260 3567086.909 1598843.720 -959.348 1780.956 -7333.847
2818 2017-02-16T17:41:18 2017-02-16T17:41:18 95.790 13.370 505110.200 -5665136.173 3568865.740 1591508.649 -952.414 1776.588 -7335.805
2818 2017-02-16T17:41:19 2017-02-16T17:41:19 95.777 13.306 505108.600 -5666085.151 3570640.202 1584171.625 -945.479 1772.218 -7337.754
2818 2017-02-16T17:41:20 2017-02-16T17:41:20 95.764 13.243 505106.900 -5667027.192 3572410.293 1576832.655 -938.542 1767.846 -7339.695
2818 2017-02-16T17:41:21 2017-02-16T17:41:21 95.752 13.180 505105.300 -5667962.297 3574176.011 1569491.750 -931.605 1763.472 -7341.626
2818 2017-02-16T17:41:22 2017-02-16T17:41:22 95.739 13.117 505103.800 -5668890.463 3575937.353 1562148.918 -924.666 1759.095 -7343.548
2818 2017-02-16T17:41:23 2017-02-16T17:41:23 95.726 13.054 505102.200 -5669811.690 3577694.317 1554804.169 -917.726 1754.716 -7345.461
2818 2017-02-16T17:41:24 2017-02-16T17:41:24 95.713 12.991 505100.700 -5670725.976 3579446.902 1547457.511 -910.785 1750.336 -7347.365
2818 2017-02-16T17:41:25 2017-02-16T17:41:25 95.701 12.928 505099.300 -5671633.320 3581195.104 1540108.953 -903.843 1745.953 -7349.260
2818 2017-02-16T17:41:26 2017-02-16T17:41:26 95.688 12.865 505097.800 -5672533.722 3582938.923 1532758.504 -896.900 1741.568 -7351.146
2818 2017-02-16T17:41:27 2017-02-16T17:41:27 95.675 12.801 505096.400 -5673427.180 3584678.355 1525406.174 -889.956 1737.181 -7353.023
2818 2017-02-16T17:41:28 2017-02-16T17:41:28 95.663 12.738 505095.000 -5674313.692 3586413.399 1518051.972 -883.010 1732.791 -7354.891
2818 2017-02-16T17:41:29 2017-02-16T17:41:29 95.650 12.675 505093.700 -5675192.383 3588142.324 1510703.262 -876.071 1728.404 -7356.748
2818 2017-02-16T17:41:30 2017-02-16T17:41:30 95.637 12.612 505092.400 -5676065.009 3589868.589 1503345.344 -869.123 1724.011 -7358.598
2818 2017-02-16T17:41:31 2017-02-16T17:41:31 95.624 12.549 505091.100 -5676930.687 3591590.459 1495985.579 -862.175 1719.615 -7360.439
2818 2017-02-16T17:41:32 2017-02-16T17:41:32 95.612 12.486 505089.800 -5677789.416 3593307.932 1488623.979 -855.225 1715.217 -7362.271
2818 2017-02-16T17:41:33 2017-02-16T17:41:33 95.599 12.422 505088.600 -5678641.194 3595021.007 1481260.551 -848.275 1710.817 -7364.094
2818 2017-02-16T17:41:34 2017-02-16T17:41:34 95.586 12.359 505087.400 -5679486.021 3596729.680 1473895.304 -841.323 1706.415 -7365.907
2818 2017-02-16T17:41:35 2017-02-16T17:41:35 95.574 12.296 505086.200 -5680323.896 3598433.951 1466528.249 -834.370 1702.011 -7367.712
2818 2017-02-16T17:41:36 2017-02-16T17:41:36 95.561 12.233 505085.100 -5681154.817 3600133.816 1459159.393 -827.417 1697.605 -7369.508
2818 2017-02-16T17:41:37 2017-02-16T17:41:37 95.548 12.170 505084.000 -5681978.784 3601829.274 1451788.745 -820.462 1693.197 -7371.295
2818 2017-02-16T17:41:38 2017-02-16T17:41:38 95.536 12.107 505082.900 -5682795.795 3603520.322 1444416.316 -813.506 1688.787 -7373.072
2818 2017-02-16T17:41:39 2017-02-16T17:41:39 95.523 12.044 505081.900 -5683605.850 3605206.959 1437042.113 -806.550 1684.375 -7374.841
2818 2017-02-16T17:41:40 2017-02-16T17:41:40 95.510 11.980 505080.900 -5684408.948 3606889.183 1429666.147 -799.592 1679.960 -7376.600
2818 2017-02-16T17:41:41 2017-02-16T17:41:41 95.498 11.917 505079.900 -5685205.087 3608566.991 1422288.425 -792.633 1675.544 -7378.351
2818 2017-02-16T17:41:42 2017-02-16T17:41:42 95.485 11.854 505079.000 -5685994.267 3610240.381 1414908.957 -785.674 1671.125 -7380.092
2818 2017-02-16T17:41:43 2017-02-16T17:41:43 95.472 11.791 505078.100 -5686776.486 3611909.352 1407527.753 -778.713 1666.705 -7381.824
2818 2017-02-16T17:41:44 2017-02-16T17:41:44 95.460 11.728 505077.200 -5687551.744 3613573.901 1400144.821 -771.751 1662.282 -7383.548
2818 2017-02-16T17:41:45 2017-02-16T17:41:45 95.447 11.665 505076.300 -5688320.040 3615234.027 1392760.169 -764.789 1657.858 -7385.262
2818 2017-02-16T17:41:46 2017-02-16T17:41:46 95.435 11.602 505075.500 -5689081.373 3616889.726 1385373.809 -757.826 1653.431 -7386.967
2818 2017-02-16T17:41:47 2017-02-16T17:41:47 95.422 11.538 505074.700 -5689835.741 3618540.998 1377985.747 -750.861 1649.002 -7388.663
2818 2017-02-16T17:41:48 2017-02-16T17:41:48 95.409 11.475 505073.900 -5690583.145 3620187.840 1370595.994 -743.896 1644.572 -7390.350
2818 2017-02-16T17:41:49 2017-02-16T17:41:49 95.397 11.412 505073.200 -5691323.582 3621830.250 1363204.558 -736.930 1640.139 -7392.028
2818 2017-02-16T17:41:50 2017-02-16T17:41:50 95.384 11.349 505072.500 -5692057.053 3623468.227 1355811.449 -729.963 1635.704 -7393.697
2818 2017-02-16T17:41:51 2017-02-16T17:41:51 95.371 11.286 505071.900 -5692783.556 3625101.767 1348416.676 -722.995 1631.268 -7395.356
2818 2017-02-16T17:41:52 2017-02-16T17:41:52 95.359 11.223 505071.200 -5693503.091 3626730.870 1341020.247 -716.026 1626.829 -7397.007
